tree_length,branch_length_min,branch_length_max,branch_length_median,branch_length_var,node_age_min,node_age_max,node_age_median,node_age_var,EDR_min,EDR_max,EDR_median,EDR_var,InverseES_min,InverseES_max,InverseES_median,InverseES_var,gamma_stat,Colless_index,num_lineages_surviving,root_age,n_sampled_anc,n_fossils
2151.252,0,64.30007,4.496031,88.28588,0.357797,77.5673,13.16602,301.5446,0.044457,128.6632,13.18714,475.2104,0.01409767,0.500371,0.08702244,0.005594088,-2.005208,595,140,77.5673,10,23
2110.457,0,61.43031,4.826399,74.22222,0.266563,75.10212,13.81905,291.9201,0.116622,75.88983,14.50624,296.4983,0.01464854,0.3392033,0.0867681,0.002886269,-1.742054,561,140,75.10212,13,23
2181.639,0,68.07376,4.478286,95.4704,0.430459,84.12969,12.94416,358.2719,0.131454,110.9107,14.02941,430.6308,0.01314031,0.387368,0.08536763,0.003923788,-0.3660269,582,140,84.12969,10,23
2200.066,0,66.10859,4.918138,81.71128,0.348226,78.16042,12.74672,317.832,0.098208,86.84547,13.43338,321.6053,0.01386299,0.2213501,0.07747355,0.001796597,-0.4931455,527,140,78.16042,9,23
2225.917,0,69.91792,5.287063,77.66255,0.382033,85.38983,13.99864,329.5401,0.123574,124.5729,13.26552,433.8849,0.01287766,0.2432676,0.0786251,0.001925452,-0.581911,521,140,85.38983,10,23
2100.448,0,53.36775,4.597801,73.31673,0.066665,75.30229,12.22897,335.8393,0.086425,120.2709,12.54661,429.1589,0.01562864,0.3130968,0.08827145,0.003208076,-0.1480359,705,140,75.30229,10,23
2180.354,0,60.19653,5.026807,76.3887,0.207169,74.13542,13.33745,309.2015,0.062708,111.8066,14.97308,384.4337,0.0149411,0.3247842,0.0797041,0.003307361,-1.611814,573,140,74.13542,9,23
2239.751,0,62.43174,5.105785,89.20183,0.460143,81.88498,13.40051,339.9772,0.094892,119.9384,13.49627,450.1462,0.01401719,0.5433408,0.07742487,0.005229545,-0.6888606,660,140,81.88498,10,23
2164.584,0,66.47633,4.864026,87.44039,0.340191,85.08863,12.22136,342.6725,0.15621,114.6309,13.98092,413.5452,0.01425208,0.4401194,0.08626259,0.004155779,-0.1878034,676,140,85.08863,9,23
2108.803,0,58.26322,4.829383,71.26597,0.286992,81.608,13.13114,321.8248,0.05889,89.44148,15.23814,321.8196,0.01517601,0.3567919,0.08311934,0.003962824,0.07137305,659,140,81.608,11,23
2114.576,0,64.28517,4.495592,86.0361,0.14008,75.70504,12.08053,317.4887,0.507323,135.9676,13.83947,404.436,0.0148868,0.4630426,0.08404144,0.004611404,0.003805881,762,140,75.70504,11,23
2138.286,0,61.56527,4.772938,77.80247,0.381076,86.20321,12.83281,352.7411,0.259095,93.29166,15.08807,317.9498,0.0187983,0.4514518,0.08233502,0.00399242,-0.2482054,523,140,86.20321,8,23
2261.743,0,64.9887,5.494862,79.3143,0.199551,117.8547,13.84418,395.649,0.060216,100.1845,15.45658,350.8604,0.01387244,1.608151,0.07900519,0.02020502,0.1375446,684,140,117.8547,9,23
2220.751,0,60.87133,5.473796,73.91016,0.393789,115.4445,14.47439,369.2268,0.058338,104.9421,14.43159,452.1778,0.0140387,2.354099,0.07621959,0.04124508,0.01563012,536,140,115.4445,9,23
2087.567,0,66.08428,4.90674,72.46005,0.125769,97.49615,12.44778,346.8367,0.00921,115.9315,15.52921,375.5843,0.01389466,1.104161,0.08028034,0.01196195,-0.2880874,513,140,97.49615,9,23
2213.008,0,69.95189,4.950894,85.35057,0.077611,83.5055,13.6166,348.3311,0.055675,174.8062,14.78142,491.7086,0.01303293,0.4305345,0.0788154,0.005387353,-0.9540955,605,140,83.5055,10,23
2118.316,0,66.84274,5.236147,74.93811,0.458213,86.96571,13.04577,304.1133,0.12064,111.5946,12.99031,374.0841,0.01595289,0.4533623,0.08135119,0.004585272,0.6352991,648,140,86.96571,14,23
2272.158,0,69.54926,4.730874,94.01624,0.126659,90.58092,13.1399,393.3166,0.27324,110.4914,14.95003,423.4076,0.01337263,0.3043369,0.08004207,0.002814205,-0.05016903,654,140,90.58092,11,23
2007.426,0,61.83386,4.383891,73.47599,0.249162,76.30076,12.26937,283.528,0.410463,80.13497,14.11917,293.7841,0.01506081,0.3627687,0.08937722,0.004779992,-1.131594,453,140,76.30076,13,23
2152.415,0,61.20066,4.764906,76.12003,0.439637,80.47017,13.66263,344.7324,0.400143,90.00773,15.73685,278.1696,0.0145462,0.4406142,0.07980025,0.004714172,-0.6217746,665,140,80.47017,11,23
2229.032,0,59.82671,5.174133,90.6613,0.339672,87.46258,12.55498,334.0882,0.18677,90.42848,12.04966,420.0925,0.01448121,0.3458504,0.08295163,0.002468561,-0.4631197,656,140,87.46258,11,23
2076.057,0,61.03638,4.872918,72.48833,0.176185,72.92434,12.72757,298.9707,0.219186,78.87323,13.80635,323.4448,0.01510247,0.2844056,0.08253243,0.002707182,-0.7792038,587,140,72.92434,12,23
2026.77,0,54.14973,4.648893,71.4036,0.232135,74.82419,12.17423,287.5462,0.164002,97.732,14.58349,315.6809,0.01719792,0.3294537,0.08524757,0.003767416,-0.9101329,533,140,74.82419,11,23
2080.214,0,55.79783,5.055748,67.77032,0.039278,72.7885,14.54118,285.9766,0.110238,89.82035,12.85438,417.1443,0.01629075,0.3209411,0.08117998,0.003574309,-1.452123,705,140,72.7885,11,23
2094.287,0,55.79404,4.565374,68.90105,0.328003,75.77155,11.99996,301.7252,0.08984,125.6409,12.08352,432.6775,0.01645589,0.2961357,0.08061928,0.002919873,-0.3303761,594,140,75.77155,10,23
2115.315,0,62.7833,4.607455,81.88559,0.376614,74.93808,11.86551,311.2079,0.141542,128.5884,12.46696,421.1609,0.01478931,0.4511041,0.08545068,0.00502403,0.4712221,572,140,74.93808,11,23
2065.386,0,64.26401,4.952242,70.14369,0.291941,75.06337,12.99516,269.3753,0.41685,80.6007,15.45783,241.3756,0.01458732,0.2611079,0.08394593,0.002594594,-1.248205,579,140,75.06337,11,23
2084.261,0,54.79589,5.397194,65.80041,0.054268,74.12348,12.54122,301.88,0.11648,84.26789,13.03476,368.5167,0.01629872,0.3104419,0.0805517,0.003332671,-0.5694535,597,140,74.12348,11,23
2188.829,0,77.58491,5.375437,81.99177,0.142751,85.29014,13.52821,317.6758,0.086272,87.80382,15.74888,321.2601,0.01227935,0.4856542,0.07675866,0.004875281,-1.48676,586,140,85.29014,11,23
2285.703,0,66.23508,5.741444,81.54377,0.218274,91.38189,13.77888,377.5585,0.13923,82.92348,16.40528,373.7578,0.01313186,0.3472895,0.07617042,0.003537175,-1.30131,562,140,91.38189,8,23
